Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated,PER,PriceToBook,Volatilitas,ROI_Tahunan,DividendYield
KICI,Kedaung Indah Can Tbk,1993-10-28,276000000.0,Utama,Consumer Cyclicals,200.0,55200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,200.0,0.5819,-0.014,0.0716
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10,20824888369.0,Utama,Properties & Real Estate,145.0,3019608813505.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,145.0,0.696,-0.0254,0.0453
KINO,Kino Indonesia Tbk.,2015-12-11,1428571500.0,Utama,Consumer Non-Cyclicals,1540.0,2200000110000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-12-11,2023-01-06,1.0,1540.0,0.4903,0.2907,0.0707
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05,717239900.0,Pengembangan,Technology,141.0,101130825900.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-10-05,2023-01-06,1.0,141.0,0.7604,-0.0823,0.0603
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01,500000000.0,Pengembangan,Transportation & Logistic,151.0,75500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-01,2023-01-06,1.0,151.0,0.8229,-0.1675,0.0377
KKES,Kusuma Kemindo Sentosa Tbk.,2022-08-08,1500000000.0,Pengembangan,Basic Materials,108.0,162000000000.0,2022-08-08 09:00:00,2023-01-06 15:59:00,2022-08-08 09:00:00,2023-01-06 15:00:00,2022-08-08,2023-01-06,1.0,108.0,0.5328,-0.0228,0.0241
KKGI,Resource Alam Indonesia Tbk.,1991-07-01,5000000000.0,Utama,Energy,396.0,1980000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,396.0,0.3224,0.0956,0.0131
KLBF,Kalbe Farma Tbk.,1991-07-30,46875122110.0,Utama,Healthcare,2050.0,96094000325500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,2050.0,0.3455,0.3476,0.0057
KLIN,Klinko Karya Imaji Tbk.,2022-08-09,1307500000.0,Akselerasi,Consumer Cyclicals,31.0,40532500000.0,2022-08-09 09:00:00,2023-01-06 15:59:00,2022-08-09 09:00:00,2023-01-06 15:00:00,2022-08-09,2023-01-06,1.0,31.0,0.7085,0.407,0.0074
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07,800000000.0,Pengembangan,Consumer Non-Cyclicals,565.0,452000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-07 09:00:00,2023-01-06 15:00:00,2020-09-07,2023-01-06,1.0,565.0,0.2777,-0.1768,0.0146
KMTR,Kirana Megatara Tbk.,2017-06-19,8215366379.0,Pengembangan,Basic Materials,266.0,2185287456814.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-19,2023-01-06,1.0,266.0,0.7696,0.3658,0.0389
KOBX,Kobexindo Tractors Tbk.,2012-07-05,2272500000.0,Utama,Industrials,336.0,763560000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-07-05,2023-01-06,1.0,336.0,0.7826,-0.2331,0.0098
KOIN,Kokoh Inti Arebama Tbk,2008-04-09,980843732.0,Pengembangan,Industrials,138.0,135356435016.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-04-09,2023-01-06,1.0,138.0,0.5701,0.42,0.0376
KONI,Perdana Bangun Pusaka Tbk,1995-08-22,312000000.0,Pengembangan,Industrials,2960.0,923520000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,2960.0,0.1609,0.3822,0.0284
KOPI,Mitra Energi Persada Tbk.,2015-05-04,697266668.0,Pengembangan,Energy,545.0,380010334060.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-05-04,2023-01-06,1.0,545.0,0.2041,-0.0898,0.0418
KOTA,DMS Propertindo Tbk.,2019-07-09,10546185701.0,Utama,Properties & Real Estate,50.0,527309285050.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-09,2023-01-06,1.0,50.0,0.3977,0.4192,0.0404
KPAL,Steadfast Marine Tbk.,2018-06-08,1069009400.0,Utama,Industrials,50.0,53450470000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-06-08,2023-01-06,1.0,50.0,0.4271,-0.0742,0.007
KPAS,Cottonindo Ariesta Tbk.,2018-10-05,768043253.0,Pengembangan,Consumer Non-Cyclicals,62.0,47618681686.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-05,2023-01-06,1.0,62.0,0.589,0.019,0.0413
KPIG,MNC Land Tbk.,2000-03-30,80625726664.0,Pengembangan,Consumer Cyclicals,69.0,5563175139816.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,69.0,0.1153,0.4676,0.0778
KRAH,Grand Kartech Tbk.,2013-11-08,971190000.0,Pengembangan,Industrials,436.0,423438840000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-11-08,2023-01-06,1.0,436.0,0.4133,-0.1481,0.0022
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10,19346396900.0,Utama,Basic Materials,310.0,5997383039000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-11-10,2023-01-06,1.0,310.0,0.4022,0.2598,0.0297
KREN,Kresna Graha Investama Tbk.,2002-06-28,18208470100.0,Utama,Technology,50.0,910423505000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-06-28,2023-01-06,1.0,50.0,0.7372,0.2457,0.0785
KRYA,Bangun Karya Perkasa Jaya Tbk.,2022-07-25,1625000000.0,Pengembangan,Infrastructures,418.0,679250000000.0,2022-07-25 09:00:00,2023-01-06 15:59:00,2022-07-25 09:00:00,2023-01-06 15:00:00,2022-07-25,2023-01-06,1.0,418.0,0.7688,-0.1148,0.0709
KUAS,Ace Oldfields Tbk.,2021-10-25,1292570540.0,Pengembangan,Industrials,56.0,72383950240.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-10-25 09:00:00,2023-01-06 15:00:00,2021-10-25,2023-01-06,1.0,56.0,0.7222,0.2901,0.0136
LABA,Ladangbaja Murni Tbk.,2021-06-10,1000118550.0,Pengembangan,Industrials,99.0,99011736450.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-06-10 09:00:00,2023-01-06 15:00:00,2021-06-10,2023-01-06,1.0,99.0,0.1786,-0.0525,0.0243
LAND,Trimitra Propertindo Tbk.,2018-08-23,2792620000.0,Pengembangan,Properties & Real Estate,50.0,139631000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-08-23,2023-01-06,1.0,50.0,0.1419,-0.181,0.0532
LAPD,Leyand International Tbk.,2001-07-17,3966350139.0,Pengembangan,Infrastructures,50.0,198317506950.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-17,2023-01-06,1.0,50.0,0.6854,-0.2008,0.0112
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13,5630000914.0,Pengembangan,Properties & Real Estate,114.0,641820104196.0,,,,,2007-07-13,2023-01-06,1.0,114.0,0.0856,0.1446,0.076
LCKM,LCK Global Kedaton Tbk.,2018-01-16,1000000000.0,Pengembangan,Infrastructures,302.0,302000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-01-16,2023-01-06,1.0,302.0,0.7901,0.2535,0.0679
LEAD,Logindo Samudramakmur Tbk.,2013-12-11,4049616328.0,Utama,Energy,59.0,238927363352.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-12-11,2023-01-06,1.0,59.0,0.0954,0.2838,0.0364
LFLO,Imago Mulia Persada Tbk.,2021-04-07,1307734937.0,Akselerasi,Consumer Cyclicals,55.0,71925421535.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-04-07 09:00:00,2023-01-06 15:00:00,2021-04-07,2023-01-06,1.0,55.0,0.4118,0.4392,0.0549
LIFE,Asuransi Jiwa Sinarmas MSIG Tb,2019-07-09,2100000000.0,Utama,Financials,5175.0,10867500000000.0,2021-11-01 09:00:00,2022-12-09 15:59:00,2020-04-16 09:00:00,2022-12-09 16:00:00,2019-07-09,2023-01-06,1.0,5175.0,0.779,-0.083,0.0604
LINK,Link Net Tbk.,2014-06-02,2863195484.0,Utama,Infrastructures,2500.0,7157988710000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-06-02,2023-01-06,1.0,2500.0,0.4671,0.3338,0.0057
LION,Lion Metal Works Tbk.,1993-08-20,520160000.0,Utama,Industrials,735.0,382317600000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,735.0,0.3836,-0.0364,0.0209
LMAS,Limas Indonesia Makmur Tbk,2001-12-28,787851525.0,Pengembangan,Technology,50.0,39392576250.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2001-12-28,2023-01-06,1.0,50.0,0.8355,-0.0053,0.0778
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17,1008517669.0,Pengembangan,Consumer Cyclicals,114.0,114971014266.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,114.0,0.7628,-0.1356,0.0125
LMSH,Lionmesh Prima Tbk.,1990-06-04,96000000.0,Pengembangan,Basic Materials,620.0,59520000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,620.0,0.4821,-0.0975,0.078
LPCK,Lippo Cikarang Tbk,1997-07-24,2679600000.0,Utama,Properties & Real Estate,960.0,2572416000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,960.0,0.7468,-0.134,0.0257
LPGI,Lippo General Insurance Tbk.,1997-07-22,150000000.0,Utama,Financials,5900.0,885000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,5900.0,0.3415,0.4238,0.017
LPIN,Multi Prima Sejahtera Tbk,1990-02-05,425000000.0,Pengembangan,Consumer Cyclicals,390.0,165750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,390.0,0.6292,-0.1221,0.0403
LPKR,Lippo Karawaci Tbk.,1996-06-28,70898018369.0,Utama,Properties & Real Estate,77.0,5459147414413.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,77.0,0.527,-0.0421,0.006
LPLI,Star Pacific Tbk,1989-10-23,1170432803.0,Pengembangan,Properties & Real Estate,272.0,318357722416.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,272.0,0.1057,-0.223,0.0468
LPPF,Matahari Department Store Tbk.,1989-10-09,2626148780.0,Utama,Consumer Cyclicals,4220.0,11082347851600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,4220.0,0.6867,-0.0247,0.0493
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28,2588250000.0,Pengembangan,Financials,82.0,212236500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,82.0,0.7085,-0.2781,0.0547
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15,350000022.0,Pengembangan,Transportation & Logistic,181.0,63350003982.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-04-15,2023-01-06,1.0,181.0,0.7132,-0.061,0.0465
LSIP,PP London Sumatra Indonesia Tb,1996-07-05,6822863965.0,Utama,Consumer Non-Cyclicals,1015.0,6925206924475.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1015.0,0.5633,-0.0171,0.0223
LTLS,Lautan Luas Tbk.,1997-07-21,1560000000.0,Utama,Basic Materials,1320.0,2059200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1320.0,0.6048,-0.2035,0.0702
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28,715749640.0,Pengembangan,Technology,122.0,87321456080.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-28,2023-01-06,1.0,122.0,0.2276,0.4489,0.073
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05,1035000200.0,Akselerasi,Consumer Cyclicals,185.0,191475037000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-05-05 09:00:00,2023-01-06 15:00:00,2021-05-05,2023-01-06,1.0,185.0,0.2846,0.4292,0.0234
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22,15365229912.0,Pengembangan,Consumer Cyclicals,50.0,768261495600.0,,,,,2017-06-22,2023-01-06,1.0,50.0,0.7083,0.0428,0.0718
MAGP,Multi Agro Gemilang Plantation,2013-01-16,9000000004.0,Pengembangan,Consumer Non-Cyclicals,50.0,450000000200.0,2021-11-01 09:00:00,2022-07-15 15:59:00,2020-04-16 09:00:00,2022-07-15 16:00:00,2013-01-16,2023-01-06,1.0,50.0,0.0509,-0.2559,0.056
MAIN,Malindo Feedmill Tbk.,2006-02-10,2238750000.0,Utama,Consumer Non-Cyclicals,482.0,1079077500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-02-10,2023-01-06,1.0,482.0,0.2862,-0.1074,0.031
MAMI,Mas Murni Indonesia Tbk,1994-02-09,12299117590.0,Utama,Consumer Cyclicals,50.0,614955879500.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2023-01-06,1.0,50.0,0.0567,0.3971,0.0515
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05,2850400000.0,Pengembangan,Consumer Cyclicals,3650.0,10403960000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-05,2023-01-06,1.0,3650.0,0.5261,-0.162,0.0601
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21,2170922900.0,Pengembangan,Consumer Cyclicals,1835.0,3983643521500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-21,2023-01-06,1.0,1835.0,0.7435,0.2127,0.0125
MAPI,Mitra Adiperkasa Tbk.,2004-11-10,16600000000.0,Utama,Consumer Cyclicals,1300.0,21580000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-11-10,2023-01-06,1.0,1300.0,0.5961,-0.1084,0.0273
MARI,Mahaka Radio Integra Tbk.,2016-02-11,5252644000.0,Pengembangan,Consumer Cyclicals,126.0,661833144000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-02-11,2023-01-06,1.0,126.0,0.4547,0.0849,0.0499
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12,3800000310.0,Utama,Industrials,625.0,2375000193750.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-07-12,2023-01-06,1.0,625.0,0.6986,-0.055,0.0519
MASA,Multistrada Arah Sarana Tbk.,2005-06-09,9182946945.0,Utama,Consumer Cyclicals,2210.0,20294312748450.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-06-09,2023-01-06,1.0,2210.0,0.8361,0.2619,0.0634
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30,1226910070.0,Pengembangan,Financials,3480.0,4269647043600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-06-30 09:00:00,2023-01-06 15:00:00,2021-06-30,2023-01-06,1.0,3480.0,0.5461,0.3898,0.0503
MAYA,Bank Mayapada Internasional Tb,1997-08-29,11714045161.0,Utama,Financials,515.0,6032733257915.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,515.0,0.327,0.0838,0.0139
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10,1227271952.0,Pengembangan,Energy,6975.0,8560221865200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-07-10,2023-01-06,1.0,6975.0,0.0999,0.4674,0.0665
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06,1750026639.0,Utama,Energy,1190.0,2082531700410.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-04-06,2023-01-06,1.0,1190.0,0.4555,0.081,0.0204
MBTO,Martina Berto Tbk.,2011-01-13,1070000000.0,Utama,Consumer Non-Cyclicals,138.0,147660000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-01-13,2023-01-06,1.0,138.0,0.0662,0.3072,0.0006
MCAS,M Cash Integrasi Tbk.,2017-11-01,867933300.0,Pengembangan,Technology,7700.0,6683086410000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-11-01,2023-01-06,1.0,7700.0,0.4832,-0.125,0.0195
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07,3555560000.0,Utama,Energy,6850.0,24355586000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-07 09:00:00,2023-01-06 15:00:00,2021-09-07,2023-01-06,1.0,6850.0,0.4619,0.0099,0.0074
MCOR,Bank China Construction Bank I,2007-07-03,37540533209.0,Utama,Financials,81.0,3040783189929.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-07-03,2023-01-06,1.0,81.0,0.768,0.1542,0.0389
MDIA,Intermedia Capital Tbk.,2014-04-11,39215538400.0,Utama,Consumer Cyclicals,50.0,1960776920000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-04-11,2023-01-06,1.0,50.0,0.249,-0.2753,0.0052
MDKA,Merdeka Copper Gold Tbk.,2015-06-19,22904850815.0,Pengembangan,Basic Materials,4290.0,98261809996350.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-06-19,2023-01-06,1.0,4290.0,0.3797,0.2742,0.0451
MDKI,Emdeki Utama Tbk.,2017-09-25,2530150002.0,Utama,Basic Materials,183.0,463017450366.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-09-25,2023-01-06,1.0,183.0,0.1721,0.0534,0.0127
MDLN,Modernland Realty Tbk.,1993-01-18,12533067322.0,Utama,Properties & Real Estate,77.0,965046183794.0,2021-12-20 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,77.0,0.5738,-0.2133,0.073
MDRN,Modern Internasional Tbk.,1991-07-16,7632167798.0,Utama,Industrials,50.0,381608389900.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.5638,-0.1798,0.0115
MEDC,Medco Energi Internasional Tbk,1994-10-12,25136231252.0,Utama,Energy,1035.0,26015999345820.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1035.0,0.5669,0.4321,0.0191
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10,1562500000.0,Pengembangan,Healthcare,131.0,204687500000.0,2022-08-10 09:00:00,2023-01-06 15:59:00,2022-08-10 09:00:00,2023-01-06 15:00:00,2022-08-10,2023-01-06,1.0,131.0,0.7854,0.3383,0.0358
MEGA,Bank Mega Tbk.,2000-04-17,11623514905.0,Utama,Financials,5525.0,64219919850125.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,5525.0,0.7115,0.3698,0.0354
MERK,Merck Tbk.,1981-07-23,448000000.0,Pengembangan,Healthcare,4700.0,2105600000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,4700.0,0.2256,-0.2093,0.0294
META,Nusantara Infrastructure Tbk.,2001-07-18,17710708194.0,Utama,Infrastructures,119.0,2107574275086.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-07-18,2023-01-06,1.0,119.0,0.1929,0.2251,0.0265
MFIN,Mandala Multifinance Tbk.,2005-09-06,2650000000.0,Pengembangan,Financials,1645.0,4359250000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-09-06,2023-01-06,1.0,1645.0,0.5306,-0.0988,0.0631
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29,757581000.0,Pengembangan,Industrials,795.0,602276895000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-12-29,2023-01-06,1.0,795.0,0.2237,0.1628,0.0424
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08,1904207270.0,Akselerasi,Consumer Cyclicals,58.0,110444021660.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-06-08 09:00:00,2023-01-06 15:00:00,2021-06-08,2023-01-06,1.0,58.0,0.4592,-0.0632,0.0171
MGNA,Magna Investama Mandiri Tbk.,2014-07-08,1003080977.0,Pengembangan,Financials,50.0,50154048850.0,,,,,2014-07-08,2023-01-06,1.0,50.0,0.3635,-0.2636,0.0132
MGRO,Mahkota Group Tbk.,2018-07-12,3554445700.0,Utama,Consumer Non-Cyclicals,790.0,2808012103000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-12,2023-01-06,1.0,790.0,0.7168,-0.0033,0.0404
MICE,Multi Indocitra Tbk.,2005-12-21,600000000.0,Pengembangan,Consumer Cyclicals,496.0,297600000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-12-21,2023-01-06,1.0,496.0,0.1839,-0.1652,0.0432
MIDI,Midi Utama Indonesia Tbk.,2010-11-30,2882353000.0,Pengembangan,Consumer Non-Cyclicals,2910.0,8387647230000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-11-30,2023-01-06,1.0,2910.0,0.7264,-0.0271,0.0707
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24,14246349500.0,Utama,Healthcare,2850.0,40602096075000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-03-24,2023-01-06,1.0,2850.0,0.7515,0.3349,0.0244
MINA,Sanurhasta Mitra Tbk.,2017-04-28,6562500000.0,Pengembangan,Consumer Cyclicals,77.0,505312500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-04-28,2023-01-06,1.0,77.0,0.496,-0.1933,0.0386
MIRA,Mitra International Resources ,1997-01-30,3961452039.0,Pengembangan,Transportation & Logistic,50.0,198072601950.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.2321,-0.2016,0.0491
MITI,Mitra Investindo Tbk.,1997-07-16,2442988366.0,Pengembangan,Energy,159.0,388435150194.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,159.0,0.6813,0.374,0.0237
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26,5500000000.0,Pengembangan,Consumer Cyclicals,50.0,275000000000.0,2021-11-01 09:00:00,2022-12-30 15:59:00,2020-04-16 09:00:00,2022-12-30 15:00:00,2015-10-26,2023-01-06,1.0,50.0,0.4624,-0.1082,0.0692
MKPI,Metropolitan Kentjana Tbk.,2009-07-10,948194000.0,Pengembangan,Properties & Real Estate,37850.0,35889142900000.0,2022-01-17 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-07-10,2023-01-06,1.0,37850.0,0.1295,-0.0858,0.0451
MKTR,Menthobi Karyatama Raya Tbk.,2022-11-08 00:00:00,12000000000.0,Pengembangan,Consumer Non-Cyclicals,125.0,1500000000000.0,2022-11-08 09:00:00,2023-01-06 15:59:00,2022-11-08 09:00:00,2023-01-06 15:00:00,2022-11-09,2023-01-06,1.0,125.0,0.5605,-0.0478,0.0607
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15,2107000000.0,Utama,Consumer Non-Cyclicals,8950.0,18857650000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,8950.0,0.0619,0.4099,0.0297
MLIA,Mulia Industrindo Tbk,1994-01-17,1323000000.0,Pengembangan,Industrials,520.0,687960000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,520.0,0.3512,0.1621,0.0451
MLPL,Multipolar Tbk.,1989-11-06,15682323987.0,Utama,Industrials,112.0,1756420286544.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,112.0,0.135,-0.0965,0.0315
